array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
58112;4.5659999847;48515;1365;17;464896;1181951590400;27363653
58240;8.7510004044;51058;2083;20;465920;1187164160000;27917950
58368;4.9360003471;53268;1704;23;466944;1192388198400;28249535
58496;5.5120000839;63264;2157;24;467968;1197623705600;29374817
58624;5.3120002747;53910;2123;26;468992;1202870681600;28382115
58752;5.2420001030;51114;1702;33;470016;1208129126400;28250176
58880;5.1620001793;53417;2106;19;471040;1213399040000;28407120
59008;5.4270000458;53018;1594;19;472064;1218680422400;28432194
59136;4.6810002327;48377;1708;19;473088;1223973273600;28078522
59264;5.9050002098;58287;2006;22;474112;1229277593600;28985392
59392;5.2950000763;58483;2117;19;475136;1234593382400;29411732
59520;5.3190002441;50167;1629;15;476160;1239920640000;28112523
59648;5.1960000992;49444;1728;27;477184;1245259366400;28091185
59776;4.9250001907;47411;1853;22;478208;1250609561600;27916134
59904;5.6980004311;71044;2480;30;479232;1255971225600;30953397
60032;5.2460002899;48893;1654;36;480256;1261344358400;28107672
60160;5.7190003395;49412;1694;27;481280;1266728960000;28431441
60288;4.8420000076;53603;1993;36;482304;1272125030400;28860622
60416;5.1850004196;53533;1731;31;483328;1277532569600;28834686
60544;5.3390002251;59682;1833;14;484352;1282951577600;29752525
60672;5.9480004311;59155;2039;33;485376;1288382054400;29491223
60800;5.4470000267;55158;2129;30;486400;1293824000000;29407494
